,awardYear,category,knownName.en,motivation,prizeAmountAdjusted,wikipedia.english,links.href
958,1923,Literature,William Butler Yeats,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",3590029.0,https://en.wikipedia.org/wiki/W._B._Yeats,https://api.nobelprize.org/2/laureate/593
501,1923,Physiology or Medicine,John Macleod,for the discovery of insulin,3590029.0,https://en.wikipedia.org/wiki/John_James_Rickard_Macleod,https://api.nobelprize.org/2/laureate/314
285,1923,Physiology or Medicine,Frederick G. Banting,for the discovery of insulin,3590029.0,https://en.wikipedia.org/wiki/Frederick_Banting,https://api.nobelprize.org/2/laureate/313
290,1922,Peace,Fridtjof Nansen,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",3563752.0,https://en.wikipedia.org/wiki/Fridtjof_Nansen,https://api.nobelprize.org/2/laureate/487
686,1922,Physiology or Medicine,Otto Meyerhof,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,3563752.0,https://en.wikipedia.org/wiki/Otto_Fritz_Meyerhof,https://api.nobelprize.org/2/laureate/312
272,1922,Chemistry,Francis W. Aston,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",3563752.0,https://en.wikipedia.org/wiki/Francis_William_Aston,https://api.nobelprize.org/2/laureate/180
437,1922,Literature,Jacinto Benavente,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,3563752.0,https://en.wikipedia.org/wiki/Jacinto_Benavente,https://api.nobelprize.org/2/laureate/592
663,1922,Physics,Niels Bohr,for his services in the investigation of the structure of atoms and of the radiation emanating from them,3563752.0,https://en.wikipedia.org/wiki/Niels_Bohr,https://api.nobelprize.org/2/laureate/27
71,1922,Physiology or Medicine,Archibald V. Hill,for his discovery relating to the production of heat in the muscle,3563752.0,https://en.wikipedia.org/wiki/Archibald_Hill,https://api.nobelprize.org/2/laureate/311
403,1921,Peace,Hjalmar Branting,for their lifelong contributions to the cause of peace and organized internationalism,2869123.0,https://en.wikipedia.org/wiki/Hjalmar_Branting,https://api.nobelprize.org/2/laureate/485
25,1921,Physics,Albert Einstein,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",2869123.0,https://en.wikipedia.org/wiki/Albert_Einstein,https://api.nobelprize.org/2/laureate/26
288,1921,Chemistry,Frederick Soddy,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",2869123.0,https://en.wikipedia.org/wiki/Frederick_Soddy,https://api.nobelprize.org/2/laureate/179
150,1921,Peace,Christian Lange,for their lifelong contributions to the cause of peace and organized internationalism,2869123.0,https://en.wikipedia.org/wiki/Christian_Lous_Lange,https://api.nobelprize.org/2/laureate/486
53,1921,Literature,Anatole France,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",2869123.0,https://en.wikipedia.org/wiki/Anatole_France,https://api.nobelprize.org/2/laureate/590
549,1920,Literature,Knut Hamsun,"for his monumental work, <I>Growth of the Soil</I>",2712651.0,https://en.wikipedia.org/wiki/Knut_Hamsun,https://api.nobelprize.org/2/laureate/589
566,1920,Peace,Léon Bourgeois,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,2712651.0,https://en.wikipedia.org/wiki/Léon_Bourgeois,https://api.nobelprize.org/2/laureate/484
86,1920,Physiology or Medicine,August Krogh,for his discovery of the capillary motor regulating mechanism,2712651.0,https://en.wikipedia.org/wiki/August_Krogh,https://api.nobelprize.org/2/laureate/310
942,1920,Chemistry,Walther Nernst,in recognition of his work in thermochemistry,2712651.0,https://en.wikipedia.org/wiki/Walther_Nernst,https://api.nobelprize.org/2/laureate/178
137,1920,Physics,Charles Edouard Guillaume,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,2712651.0,https://en.wikipedia.org/wiki/Charles_Édouard_Guillaume,https://api.nobelprize.org/2/laureate/25
982,1919,Peace,Woodrow Wilson,for his role as founder of the League of Nations,2692969.0,https://en.wikipedia.org/wiki/Woodrow_Wilson,https://api.nobelprize.org/2/laureate/483
524,1919,Physiology or Medicine,Jules Bordet,for his discoveries relating to immunity,2692969.0,https://en.wikipedia.org/wiki/Jules_Bordet,https://api.nobelprize.org/2/laureate/309
480,1919,Physics,Johannes Stark,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,2692969.0,https://en.wikipedia.org/wiki/Johannes_Stark,https://api.nobelprize.org/2/laureate/24
125,1919,Literature,Carl Spitteler,"in special appreciation of his epic, <I>Olympian Spring</I>",2692969.0,https://en.wikipedia.org/wiki/Carl_Spitteler,https://api.nobelprize.org/2/laureate/588
295,1918,Chemistry,Fritz Haber,for the synthesis of ammonia from its elements,3225632.0,https://en.wikipedia.org/wiki/Fritz_Haber,https://api.nobelprize.org/2/laureate/177
622,1918,Physics,Max Planck,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,3225632.0,https://en.wikipedia.org/wiki/Max_Planck,https://api.nobelprize.org/2/laureate/23
139,1917,Physics,Charles Glover Barkla,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,4441251.0,https://en.wikipedia.org/wiki/Charles_Glover_Barkla,https://api.nobelprize.org/2/laureate/22
417,1917,Peace,,for the efforts to take care of wounded soldiers and prisoners of war and their families,4441251.0,https://en.wikipedia.org/wiki/International_Committee_of_the_Red_Cross,https://api.nobelprize.org/2/laureate/482
532,1917,Literature,Karl Gjellerup,"for his varied and rich poetry, which is inspired by lofty ideals",4441251.0,https://en.wikipedia.org/wiki/Karl_Adolph_Gjellerup,https://api.nobelprize.org/2/laureate/586
385,1917,Literature,Henrik Pontoppidan,for his authentic descriptions of present-day life in Denmark,4441251.0,https://en.wikipedia.org/wiki/Henrik_Pontoppidan,https://api.nobelprize.org/2/laureate/587
929,1916,Literature,Verner von Heidenstam,in recognition of his significance as the leading representative of a new era in our literature,5488791.0,https://en.wikipedia.org/wiki/Verner_von_Heidenstam,https://api.nobelprize.org/2/laureate/585
769,1915,Chemistry,Richard Willstätter,"for his researches on plant pigments, especially chlorophyll",7043326.0,https://en.wikipedia.org/wiki/Richard_Willstätter,https://api.nobelprize.org/2/laureate/176
957,1915,Physics,William Bragg,for their services in the analysis of crystal structure by means of X-rays,7043326.0,https://en.wikipedia.org/wiki/William_Henry_Bragg,https://api.nobelprize.org/2/laureate/20
559,1915,Physics,Lawrence Bragg,for their services in the analysis of crystal structure by means of X-rays,7043326.0,https://en.wikipedia.org/wiki/William_Lawrence_Bragg,https://api.nobelprize.org/2/laureate/21
811,1915,Literature,Romain Rolland,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,7043326.0,https://en.wikipedia.org/wiki/Romain_Rolland,https://api.nobelprize.org/2/laureate/584
624,1914,Physics,Max von Laue,for his discovery of the diffraction of X-rays by crystals,8000400.0,https://en.wikipedia.org/wiki/Max_von_Laue,https://api.nobelprize.org/2/laureate/19
778,1914,Physiology or Medicine,Robert Bárány,for his work on the physiology and pathology of the vestibular apparatus,8000400.0,https://en.wikipedia.org/wiki/Róbert_Bárány,https://api.nobelprize.org/2/laureate/308
901,1914,Chemistry,Theodore W. Richards,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,8000400.0,https://en.wikipedia.org/wiki/Theodore_William_Richards,https://api.nobelprize.org/2/laureate/175
382,1913,Peace,Henri La Fontaine,for his unparalleled contribution to the organization of peaceful internationalism,7788545.0,https://en.wikipedia.org/wiki/Henri_La_Fontaine,https://api.nobelprize.org/2/laureate/481
742,1913,Literature,Rabindranath Tagore,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",7788545.0,https://en.wikipedia.org/wiki/Rabindranath_Tagore,https://api.nobelprize.org/2/laureate/583
375,1913,Physics,Heike Kamerlingh Onnes,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",7788545.0,https://en.wikipedia.org/wiki/Heike_Kamerlingh_Onnes,https://api.nobelprize.org/2/laureate/18
145,1913,Physiology or Medicine,Charles Richet,in recognition of his work on anaphylaxis,7788545.0,https://en.wikipedia.org/wiki/Charles_Richet,https://api.nobelprize.org/2/laureate/307
43,1913,Chemistry,Alfred Werner,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,7788545.0,https://en.wikipedia.org/wiki/Alfred_Werner,https://api.nobelprize.org/2/laureate/174
227,1912,Peace,Elihu Root,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,7650539.0,https://en.wikipedia.org/wiki/Elihu_Root,https://api.nobelprize.org/2/laureate/480
352,1912,Physics,Gustaf Dalén,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,7650539.0,https://en.wikipedia.org/wiki/Gustaf_Dalén,https://api.nobelprize.org/2/laureate/17
933,1912,Chemistry,Victor Grignard,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",7650539.0,https://en.wikipedia.org/wiki/Victor_Grignard,https://api.nobelprize.org/2/laureate/172
335,1912,Literature,Gerhart Hauptmann,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",7650539.0,https://en.wikipedia.org/wiki/Gerhart_Hauptmann,https://api.nobelprize.org/2/laureate/582
714,1912,Chemistry,Paul Sabatier,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,7650539.0,https://en.wikipedia.org/wiki/Paul_Sabatier_(chemist),https://api.nobelprize.org/2/laureate/173
37,1912,Physiology or Medicine,Alexis Carrel,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,7650539.0,https://en.wikipedia.org/wiki/Alexis_Carrel,https://api.nobelprize.org/2/laureate/306
40,1911,Peace,Alfred Fried,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",8301005.0,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried,https://api.nobelprize.org/2/laureate/479
951,1911,Physics,Wilhelm Wien,for his discoveries regarding the laws governing the radiation of heat,8301005.0,https://en.wikipedia.org/wiki/Wilhelm_Wien,https://api.nobelprize.org/2/laureate/16
617,1911,Literature,Maurice Maeterlinck,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",8301005.0,https://en.wikipedia.org/wiki/Maurice_Maeterlinck,https://api.nobelprize.org/2/laureate/581
913,1911,Peace,Tobias Asser,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",8301005.0,https://en.wikipedia.org/wiki/Tobias_Asser,https://api.nobelprize.org/2/laureate/478
46,1911,Physiology or Medicine,Allvar Gullstrand,for his work on the dioptrics of the eye,8301005.0,https://en.wikipedia.org/wiki/Allvar_Gullstrand,https://api.nobelprize.org/2/laureate/305
705,1910,Literature,Paul Heyse,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",8077113.0,https://en.wikipedia.org/wiki/Paul_Heyse,https://api.nobelprize.org/2/laureate/580
478,1910,Physics,Johannes Diderik van der Waals,for his work on the equation of state for gases and liquids,8077113.0,https://en.wikipedia.org/wiki/Johannes_Diderik_van_der_Waals,https://api.nobelprize.org/2/laureate/15
31,1910,Physiology or Medicine,Albrecht Kossel,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",8077113.0,https://en.wikipedia.org/wiki/Albrecht_Kossel,https://api.nobelprize.org/2/laureate/304
718,1910,Peace,,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement",8077113.0,https://en.wikipedia.org/wiki/International_Peace_Bureau,https://api.nobelprize.org/2/laureate/477
